Code,Game,Interval,Date,Start_Time,End_Time,T_Hit,Shoot
TOUL22CK,X,MISC 5,2025.04.11,13:54:14,13:56:14,5,10
TOUT08DE,X,Total,2025.01.29,16:31:31,16:41:31,19,124
TOUT08DE,X,MISC 1,2025.01.29,16:31:31,16:33:31,4,15
TOUT08DE,X,MISC 2,2025.01.29,16:33:31,16:35:31,3,19
TOUT08DE,X,MISC 3,2025.01.29,16:35:31,16:37:31,4,9
TOUT08DE,X,MISC 4,2025.01.29,16:37:31,16:39:31,3,32
TOUT08DE,X,MISC 5,2025.01.29,16:39:31,16:41:31,5,49
YAHO22NG,X,Total,2025.05.07,13:58:04,14:08:04,7,21
YAHO22NG,X,MISC 1,2025.05.07,13:58:04,14:00:04,1,8
YAHO22NG,X,MISC 2,2025.05.07,14:00:04,14:02:04,1,6
YAHO22NG,X,MISC 3,2025.05.07,14:02:04,14:04:04,1,2
YAHO22NG,X,MISC 4,2025.05.07,14:04:04,14:06:04,2,3
YAHO22NG,X,MISC 5,2025.05.07,14:06:04,14:08:04,2,2
